Age_of_Subject,Time_spent_on_Online_Class,Rating_of_Online_Class_experience,Medium_for_online_class,Time_spent_on_self_study,Time_spent_on_fitness,Time_spent_on_sleep,Prefered_social_media_platform,Number_of_meals_per_day,Change_in_your_weight,Health_issue_during_lockdown,Time_utilized,Family_Relation,Mental_Health,Time_spent_on_social_media
13,1.0,2,2,5.0,3.0,6.0,6,7,1,0,1,1,1,2
21,3.0,4,1,0.0,1.0,8.0,6,3,1,1,0,0,0,3
17,6.0,4,1,2.5,1.0,6.0,0,3,0,0,1,1,1,0
23,3.0,1,1,3.0,0.0,7.0,1,3,0,0,0,1,1,2
13,1.0,2,2,2.0,0.0,8.0,0,3,1,0,1,0,0,0
20,1.0,4,1,2.5,0.0,6.0,6,3,0,0,1,1,0,4
13,0.5,4,2,2.0,2.0,10.0,5,3,1,0,1,0,1,2
14,2.0,2,2,1.0,1.0,8.0,7,1,1,1,1,1,1,1
40,1.0,4,1,2.0,1.0,6.0,7,2,0,0,0,1,0,4
12,1.0,2,2,1.2,0.5,10.0,7,3,1,0,1,1,1,0
20,3.0,3,1,2.0,1.0,8.0,1,3,0,1,0,1,0,4
12,1.0,1,2,2.0,0.5,8.0,7,4,0,0,0,1,1,2
21,3.0,4,1,3.0,0.0,8.0,6,4,2,0,0,1,1,2
42,4.0,1,1,3.0,0.0,7.0,3,2,1,0,1,1,1,1
20,3.0,1,2,4.0,2.0,7.0,7,4,0,1,0,1,0,4
28,0.0,0,0,4.0,2.0,7.0,2,2,2,0,1,1,1,2
40,2.0,1,0,1.0,1.0,8.0,7,2,0,0,1,1,1,1
14,3.0,2,0,2.0,0.0,12.0,3,1,2,0,0,0,0,2
12,1.0,4,0,1.0,0.0,12.0,5,1,0,0,0,1,1,1
14,4.0,4,0,2.0,1.0,8.0,7,3,0,0,1,0,1,2
22,0.0,4,0,0.0,0.0,9.0,1,3,0,0,0,0,1,2
40,4.0,4,0,4.0,0.0,8.0,7,3,1,0,0,1,1,2
21,4.0,3,0,3.0,1.0,6.0,5,2,0,0,0,1,0,2
23,3.0,1,2,1.0,0.0,6.0,7,3,0,0,0,1,0,2
12,2.0,2,2,2.0,1.0,10.0,5,4,0,0,1,1,1,1
17,2.0,2,2,3.0,1.0,6.0,7,1,1,0,1,1,1,2
18,1.0,4,1,1.0,0.0,8.0,6,3,2,0,1,1,0,4
20,1.0,4,1,2.0,2.0,9.0,6,2,0,0,1,0,0,4
17,5.0,4,2,3.0,1.0,6.0,3,1,0,0,1,1,1,1
20,1.0,4,1,4.0,0.0,8.0,6,3,0,0,0,0,0,3
20,3.0,3,1,4.0,1.0,8.0,7,4,0,0,1,1,1,2
19,0.75,5,1,2.0,1.0,6.0,5,2,0,0,0,1,0,4
20,4.0,1,1,2.0,0.0,11.0,7,3,1,0,0,1,1,1
16,2.0,2,2,5.0,1.0,8.0,7,3,1,0,1,1,0,4
13,3.0,2,2,2.0,0.0,8.0,5,3,0,0,1,1,1,1
20,0.0,1,1,4.0,1.0,7.0,5,3,0,1,0,1,0,4
14,3.0,2,2,2.0,0.0,10.0,5,2,0,0,0,1,1,1
17,2.0,1,2,1.0,1.0,8.0,3,3,2,0,1,1,0,3
20,1.0,3,1,1.0,0.0,12.0,2,3,1,0,0,1,1,2
17,7.0,2,2,1.0,1.0,4.0,5,1,2,0,1,1,1,1
13,2.0,2,2,1.0,1.0,6.0,7,1,2,1,1,1,1,2
13,1.0,1,2,2.0,1.0,8.0,5,3,0,0,1,1,0,3
20,2.0,3,1,4.0,1.0,8.0,6,3,0,0,1,1,1,2
27,0.0,1,1,2.0,0.0,10.0,7,3,2,0,0,1,0,6
20,1.0,1,1,0.0,1.0,7.0,6,3,2,0,1,0,1,2
20,5.0,3,1,3.0,1.0,7.0,2,3,2,0,1,1,0,4
17,4.0,4,2,1.0,1.0,8.0,5,2,1,0,0,1,0,5
27,3.0,2,1,2.0,2.0,7.0,6,3,2,1,1,1,1,1
14,1.0,1,2,3.0,1.0,9.0,0,3,1,0,1,1,1,1
9,1.0,4,1,1.0,0.0,8.0,5,3,1,0,0,0,1,0
14,5.0,4,2,1.0,1.0,7.0,7,2,2,0,0,1,0,1
36,2.0,2,3,3.0,1.0,7.0,5,3,1,0,0,1,0,5
8,2.0,2,1,2.0,1.0,8.0,7,3,0,0,1,1,1,1
20,2.0,4,1,1.0,1.0,7.0,7,2,0,0,1,1,1,1
12,2.0,4,1,1.0,1.0,7.0,6,2,1,0,1,1,1,2
19,8.0,2,1,10.0,1.0,6.0,1,4,0,0,1,1,1,1
24,0.0,2,1,3.0,1.0,8.0,6,3,2,0,1,0,0,3
20,2.0,4,1,2.0,2.0,8.0,6,3,0,0,1,1,0,3
22,1.0,3,2,3.0,0.0,7.0,5,3,0,0,0,1,0,3
20,3.0,3,1,0.0,1.0,9.0,5,4,2,0,0,1,0,4
12,1.0,2,2,3.0,1.0,6.0,5,1,0,0,0,1,1,1
21,0.0,3,1,1.0,0.0,6.0,6,3,0,1,0,0,0,6
20,2.0,4,1,3.0,2.0,7.0,6,2,2,0,1,1,0,3
32,1.0,4,2,0.0,0.0,14.0,3,3,0,0,0,1,1,2
28,4.0,1,1,4.0,1.0,12.0,5,3,2,0,1,1,1,2
21,2.0,3,1,0.0,1.0,12.0,6,4,0,0,0,0,0,5
21,2.0,4,1,2.0,1.0,8.0,7,3,0,1,1,1,1,2
15,5.0,4,1,3.0,1.0,10.0,6,4,0,0,1,1,0,3
19,1.0,3,1,0.0,1.0,9.0,5,3,0,0,0,0,0,8
19,3.0,3,1,1.0,0.0,5.0,5,3,1,0,0,1,1,1
18,3.0,3,2,2.0,0.0,8.0,6,3,0,0,0,1,1,2
14,7.0,3,3,3.0,0.0,8.0,0,2,2,0,0,0,1,0
18,1.0,2,2,2.0,1.0,8.0,3,2,0,0,1,1,1,1
50,2.0,1,2,2.0,0.0,6.0,5,3,0,0,1,0,1,2
20,0.7,3,1,3.5,0.5,8.0,6,4,1,0,1,1,0,3
16,2.0,3,1,2.0,1.0,9.0,6,2,0,1,0,1,1,2
13,2.0,1,2,1.0,0.0,11.0,5,2,1,1,0,0,0,2
20,3.0,3,1,4.0,1.0,8.0,2,3,0,0,1,1,1,2
21,0.0,3,1,2.0,1.0,7.0,7,3,1,0,0,0,0,2
14,3.0,2,1,5.0,2.0,10.0,3,3,2,0,1,1,0,3
20,0.0,3,1,2.0,0.0,7.0,6,2,2,1,0,1,0,5
22,3.0,4,1,2.0,0.0,7.0,5,3,1,0,1,1,0,3
13,0.75,2,2,2.0,0.0,7.0,5,1,0,0,1,0,1,1
13,3.0,1,2,3.0,1.0,8.0,7,2,1,0,1,1,1,1
16,6.0,1,2,3.0,1.0,6.0,5,1,2,0,1,1,1,1
35,4.0,4,2,2.0,1.0,6.0,3,2,0,0,0,1,1,0
45,3.0,2,1,4.0,1.0,8.0,5,3,1,0,1,1,1,2
16,0.0,1,2,0.0,2.0,6.0,3,2,0,0,0,1,0,1
20,4.0,3,1,6.0,0.0,8.0,5,2,0,0,1,1,1,0
21,0.0,5,1,9.0,0.0,7.0,6,3,0,0,1,0,1,2
23,6.0,4,1,4.0,1.0,9.0,6,4,0,0,0,0,1,1
21,2.0,4,1,4.0,1.0,8.0,6,2,1,0,1,1,0,8
20,7.0,1,1,2.0,0.0,8.0,3,4,1,0,0,0,0,4
19,0.0,3,2,5.0,0.5,7.0,6,3,0,0,1,1,0,4
18,4.0,3,2,2.0,1.0,12.0,6,3,0,0,1,0,1,2
30,0.0,0,0,0.5,0.0,7.0,5,2,0,0,1,1,1,1
18,2.0,1,0,3.0,1.0,7.0,7,3,0,1,1,1,1,2
21,2.0,4,0,4.0,1.0,10.0,6,3,1,0,0,1,0,8
13,4.0,1,0,2.0,2.0,8.0,5,2,2,0,1,1,1,2
22,1.0,4,0,3.0,3.0,8.0,6,4,1,0,1,1,0,3
21,1.0,3,0,0.0,0.0,8.0,6,3,0,0,1,1,1,2
21,2.0,1,0,6.0,0.0,6.5,7,3,1,0,1,1,1,0
21,2.0,3,0,1.0,0.0,13.0,2,2,2,1,0,0,0,6
20,5.0,1,1,7.0,0.0,6.0,1,4,1,0,1,1,1,1
20,4.0,3,1,5.0,1.0,9.0,5,4,1,0,0,1,1,2
19,4.0,4,1,0.0,0.0,8.0,6,3,1,0,0,1,0,6
19,0.0,1,1,3.0,1.0,8.0,6,3,1,0,0,0,0,3
7,2.0,1,2,2.0,1.0,9.0,7,3,1,0,0,1,1,1
21,2.0,4,1,0.0,1.0,7.0,6,2,0,0,1,1,0,3
23,4.0,3,1,10.0,1.0,7.0,7,2,2,0,1,1,1,1
20,5.0,3,1,2.0,0.0,13.0,6,2,1,0,0,0,0,4
20,4.0,3,2,4.0,0.0,8.0,6,3,0,0,1,1,0,4
19,4.0,3,1,3.0,1.0,8.0,7,3,1,0,1,1,0,3
20,4.0,3,1,2.0,1.0,8.0,5,3,1,0,1,1,1,2
18,4.0,4,2,1.0,0.0,9.0,7,3,2,1,0,1,0,4
21,4.0,3,3,0.0,3.0,11.0,8,1,2,0,0,0,0,10
18,6.0,3,1,6.0,1.0,6.0,6,5,0,1,1,1,1,1
21,6.0,2,1,6.0,1.0,6.0,6,4,2,0,0,1,1,1
19,2.0,3,1,3.0,0.0,7.0,7,2,1,0,0,0,0,3
19,0.0,4,1,1.0,0.5,8.0,6,3,1,0,0,1,1,1
22,2.0,4,1,2.0,0.0,8.0,6,3,0,1,0,0,1,1
21,3.0,4,1,7.0,3.0,6.0,7,3,0,0,1,0,1,1
24,2.0,5,2,6.0,0.0,6.0,7,4,2,0,0,0,0,3
20,4.0,3,1,4.0,0.0,8.0,7,1,0,0,0,0,1,2
20,2.0,4,2,2.0,0.0,12.0,6,3,0,0,0,1,0,4
24,5.0,4,1,2.0,0.0,6.0,6,4,1,0,0,1,0,3
21,5.0,4,1,6.0,0.0,7.0,1,3,1,0,1,1,1,2
20,3.0,3,1,6.0,2.0,5.0,5,3,0,0,1,1,0,3
22,5.0,3,2,0.0,1.0,8.0,3,3,0,0,0,1,0,4
20,7.0,3,1,0.0,1.0,6.0,3,4,0,0,0,1,1,2
20,0.5,3,2,3.0,1.0,10.0,6,2,1,1,0,0,0,3
19,0.0,0,0,8.0,1.0,8.0,0,2,0,0,0,0,1,0
22,0.5,3,1,1.0,1.0,8.0,6,4,1,0,0,0,0,3
21,4.0,4,1,1.0,0.0,10.0,7,3,1,0,0,1,1,2
19,3.0,3,1,2.0,1.0,6.0,6,3,1,0,0,1,1,2
13,3.0,4,2,2.0,1.0,7.0,7,3,2,0,1,1,1,2
10,4.0,4,2,2.0,1.0,8.0,7,3,0,0,1,1,1,1
21,4.0,3,1,2.0,0.0,6.0,5,3,1,0,0,1,1,1
20,2.0,3,1,3.0,0.0,11.0,7,3,0,0,0,0,1,1
22,1.0,3,2,2.0,1.0,6.0,6,3,1,0,1,1,1,2
20,4.0,4,1,0.0,0.0,12.0,6,3,1,0,0,0,1,2
20,0.0,5,1,2.0,0.0,10.0,6,3,1,0,0,0,0,4
20,0.0,4,1,1.0,1.0,8.0,7,3,1,0,0,1,0,4
21,0.0,4,2,4.0,1.0,7.0,3,4,1,0,1,1,0,2
19,4.0,3,1,3.0,2.0,8.0,6,4,0,0,1,1,1,2
13,2.0,2,2,2.0,1.0,6.0,6,4,1,0,1,1,0,6
20,2.0,4,1,3.0,0.0,7.0,6,2,1,0,0,0,0,5
17,2.0,4,2,5.0,3.0,5.0,7,3,2,0,0,1,1,1
11,1.0,1,1,1.0,1.0,15.0,5,4,1,0,1,1,0,3
17,2.0,2,2,3.0,1.0,8.0,7,2,1,0,1,1,0,3
17,1.0,4,2,2.0,0.0,8.0,5,2,2,0,0,1,1,1
19,4.0,3,1,5.0,0.0,8.0,2,3,1,0,0,1,0,3
20,6.0,1,1,5.0,2.0,6.0,2,3,0,0,1,1,0,10
18,3.0,1,1,4.0,2.0,7.0,5,3,1,0,1,1,1,2
20,4.0,4,1,3.0,0.0,8.0,5,4,1,0,0,1,0,4
19,0.0,3,1,1.0,0.0,9.0,2,4,1,0,0,0,0,6
17,3.0,4,2,3.0,3.0,9.0,5,3,1,0,0,0,1,2
19,0.0,3,2,0.0,1.0,10.0,5,3,1,1,0,1,0,7
21,1.0,4,1,8.0,2.0,8.0,7,3,0,1,0,0,1,2
34,2.0,4,1,1.0,0.0,7.0,7,3,0,0,1,1,0,6
15,4.0,3,2,4.0,0.0,7.0,5,3,1,0,0,0,1,1
19,2.0,3,1,0.0,1.0,12.0,6,3,2,1,0,0,1,2
24,0.0,0,0,1.0,0.0,10.0,6,4,1,0,0,0,0,6
17,6.0,4,2,4.0,0.0,7.0,5,2,1,0,0,1,0,9
26,2.0,3,1,1.0,1.0,8.0,3,3,2,0,0,1,0,4
20,0.0,3,1,1.0,1.0,7.0,6,3,1,0,1,1,1,0
22,3.0,4,1,6.0,2.0,8.0,6,4,0,0,1,1,0,4
20,6.0,5,1,2.0,2.0,8.0,6,3,2,0,1,0,1,1
21,4.0,3,1,2.0,2.0,8.0,5,3,2,0,1,1,0,4
14,3.0,1,7,2.0,0.0,6.0,7,1,1,0,1,1,1,1
20,5.0,3,1,6.0,1.0,7.0,5,3,0,0,0,1,1,2
19,2.0,2,2,2.0,1.0,10.0,5,2,0,0,1,1,1,2
44,3.0,4,2,4.0,0.0,6.0,3,2,0,0,1,1,1,1
20,1.0,3,3,2.0,3.0,8.0,7,2,2,0,1,1,1,2
22,3.0,4,1,6.0,1.0,6.0,7,3,0,0,0,1,0,3
21,1.0,5,2,4.0,1.0,8.0,5,3,0,0,1,1,0,4
20,5.0,3,1,2.0,0.0,8.0,1,3,0,0,1,1,1,1
18,4.0,3,3,4.0,0.0,9.0,6,3,0,0,0,1,1,2
15,1.0,1,2,2.0,1.0,8.0,7,2,1,0,0,1,1,1
19,2.0,4,2,0.0,0.0,8.0,6,2,2,0,0,1,0,10
24,2.0,4,2,2.0,0.0,6.0,7,2,2,0,0,0,0,3
16,7.0,4,2,4.0,1.0,6.0,7,4,0,0,1,1,1,1
21,0.0,5,2,8.0,0.0,7.0,7,3,0,1,1,0,1,2
17,4.0,1,2,3.0,3.0,6.0,6,4,2,0,1,1,0,5
15,5.0,1,2,2.0,1.0,7.0,5,2,1,0,0,1,1,0
16,2.0,3,2,1.0,0.0,9.0,7,3,2,0,0,1,1,1
21,6.0,4,1,2.0,1.0,7.0,5,3,0,0,0,1,1,1
13,2.0,2,2,2.0,1.0,9.0,3,3,1,0,1,0,1,2
22,3.0,3,2,2.0,1.0,9.0,7,4,0,1,0,1,1,1
15,4.0,4,1,4.0,1.0,11.0,6,5,0,0,1,1,1,1
26,0.5,3,2,1.0,0.0,6.0,7,3,2,1,0,0,1,1
21,0.0,3,1,2.0,0.0,10.0,5,2,0,0,0,1,0,6
13,1.0,1,2,1.0,1.0,8.0,5,3,0,0,0,1,1,1
21,3.0,4,1,0.0,2.0,8.0,6,3,1,0,0,0,1,2
21,3.0,3,2,1.0,1.0,8.0,6,3,1,0,1,1,1,2
17,2.0,4,2,1.0,1.0,8.0,6,4,1,0,0,1,0,7
20,1.0,1,2,3.0,1.0,8.0,5,4,0,0,0,1,0,3
18,3.0,1,2,2.0,0.0,8.0,5,3,2,0,1,0,1,1
19,2.0,3,1,8.0,0.0,8.0,5,4,2,1,0,0,1,1
21,4.0,4,1,4.0,1.0,8.0,6,3,1,0,0,0,0,3
20,8.0,2,2,8.0,1.0,7.0,5,4,1,0,1,1,1,2
21,8.0,1,1,2.0,1.0,7.0,7,3,0,0,1,1,1,1
32,2.0,1,2,0.0,0.0,11.0,7,4,0,0,0,0,0,1
19,4.0,1,1,4.0,2.0,8.0,6,3,1,0,0,1,0,6
18,2.0,3,2,0.0,3.0,8.0,2,3,1,0,0,1,1,1
23,0.0,0,0,1.0,0.0,9.0,6,2,0,0,0,1,0,3
18,0.0,3,2,0.0,0.0,7.0,6,4,0,1,0,1,0,3
19,2.0,3,1,1.0,2.0,8.0,6,4,1,0,1,0,0,3
19,2.0,3,2,2.0,0.0,8.0,6,2,2,0,0,1,1,1
19,3.0,2,1,0.0,0.0,9.0,7,2,0,1,1,1,0,6
23,4.0,3,2,4.0,1.0,8.0,5,2,1,0,0,1,1,2
25,0.0,0,0,2.0,1.0,9.0,7,2,1,0,0,0,1,2
22,4.0,3,1,1.0,0.0,9.0,5,4,0,0,1,1,1,1
12,6.0,1,3,4.0,0.0,7.0,5,4,1,0,0,1,1,1
8,2.0,2,1,1.0,1.0,5.0,5,2,0,0,1,1,1,1
17,0.75,2,2,4.0,1.0,7.0,7,2,2,0,1,1,1,1
21,3.0,2,1,1.0,0.0,11.0,2,1,0,0,1,0,0,3
14,3.0,4,2,2.0,2.0,7.0,7,3,0,0,1,0,1,2
20,4.0,3,2,3.0,0.0,8.0,3,1,1,0,0,1,1,1
22,0.0,3,2,2.0,1.0,6.0,5,1,2,0,1,1,1,0
13,6.0,4,3,3.0,1.0,10.0,8,3,0,0,1,1,0,1
21,2.0,3,2,0.5,1.0,8.0,5,4,1,0,1,1,1,1
36,3.0,2,1,2.0,0.0,8.0,3,3,0,0,0,1,1,2
13,4.0,1,6,3.0,1.0,9.0,6,2,2,0,1,1,0,3
24,2.0,4,2,1.0,1.0,7.0,6,3,0,0,1,1,0,4
46,2.0,3,2,0.5,0.25,7.0,7,3,0,0,0,0,1,1
16,5.0,1,1,8.0,0.5,6.0,6,3,0,0,1,0,1,0
25,2.0,1,1,3.0,0.0,7.0,1,2,0,0,1,1,0,2
24,6.0,1,1,8.0,0.0,9.0,5,3,2,1,1,1,1,2
17,4.0,3,2,2.0,0.0,10.0,3,2,0,0,1,1,0,3
16,1.0,4,2,2.0,0.0,10.0,5,4,0,0,0,1,0,2
20,3.0,3,1,6.0,1.0,8.0,6,4,1,0,1,1,0,3
40,5.0,3,1,3.0,0.0,6.0,7,3,1,1,1,1,0,3
32,1.0,4,1,2.0,0.5,7.0,7,3,1,1,0,1,0,3
14,5.0,4,2,2.0,0.0,9.0,7,2,0,0,1,1,1,1
18,4.0,4,1,2.0,3.0,7.0,6,2,2,0,0,0,0,4
52,0.0,1,1,2.0,1.0,8.0,5,4,0,0,1,1,1,2
21,1.0,3,1,8.0,0.0,8.0,5,2,2,1,1,0,1,2
21,6.0,3,1,3.0,0.0,8.0,1,3,1,1,0,0,0,4
21,4.0,4,1,3.0,0.0,8.0,7,3,2,0,0,0,1,2
22,1.0,3,1,10.0,2.0,7.0,7,3,0,0,1,1,1,1
19,0.0,3,2,4.0,0.0,8.0,6,1,1,0,0,0,0,4
14,4.0,1,2,1.0,1.0,8.0,3,2,1,0,1,0,1,1
18,1.0,4,2,2.0,0.0,7.0,7,3,2,1,0,1,1,1
17,2.0,2,2,3.0,2.0,10.0,5,2,1,0,1,1,1,1
21,2.0,4,1,0.0,0.0,7.0,5,3,2,0,0,1,0,5
22,2.0,3,1,2.0,0.0,6.0,6,2,1,0,1,1,0,5
15,3.0,3,2,2.0,0.0,10.0,5,2,1,0,0,1,1,1
25,6.0,1,1,0.0,1.0,7.0,6,2,1,0,0,1,0,3
17,2.0,2,2,3.0,1.0,8.0,3,1,1,0,1,1,1,1
25,1.0,4,1,4.0,0.5,9.0,7,3,1,0,0,1,0,2
22,1.0,3,2,0.0,0.0,6.0,6,3,1,1,0,0,1,2
21,0.0,3,2,3.0,0.0,8.0,6,3,0,1,0,1,0,4
20,1.0,1,1,3.0,1.0,12.0,5,4,0,0,1,1,0,3
21,2.0,1,2,5.0,0.0,12.0,5,4,0,0,0,0,0,3
13,3.5,1,2,2.0,2.0,9.0,7,1,1,1,1,1,0,1
32,6.0,1,1,2.0,1.0,5.0,5,2,1,0,1,1,1,2
34,2.0,4,1,2.0,1.0,7.0,3,2,0,0,0,0,0,4
22,0.0,3,2,1.0,0.0,8.0,7,3,0,0,0,0,0,5
21,4.0,4,1,4.0,1.0,6.0,1,3,0,1,1,0,1,1
17,1.0,1,2,1.0,1.0,8.0,6,3,1,0,0,1,1,2
13,4.0,2,2,5.0,1.0,13.0,7,2,2,1,1,1,0,2
30,4.0,4,1,3.0,1.0,7.0,5,3,0,0,0,0,1,1
21,2.0,4,2,1.0,1.0,9.0,5,3,0,0,0,1,1,2
28,3.0,1,1,4.0,1.0,9.0,5,3,0,0,1,1,1,2
21,4.0,3,1,3.0,0.0,6.0,6,2,0,0,0,0,1,2
15,2.0,2,2,5.0,3.0,11.0,7,4,1,0,0,1,1,1
16,1.0,1,2,1.0,1.0,7.0,5,2,0,0,1,1,1,2
40,3.0,4,2,1.0,0.5,7.0,6,3,0,0,1,1,0,4
43,2.0,1,1,2.0,1.0,7.0,7,2,0,0,1,1,1,1
25,1.0,4,2,2.0,0.0,10.0,7,3,1,0,0,1,1,1
24,0.0,0,0,1.0,0.0,8.0,1,3,1,0,0,0,1,2
16,2.0,1,0,5.0,1.0,9.0,6,1,2,0,1,0,1,1
16,0.8,3,0,1.0,0.0,8.0,5,3,0,0,0,1,1,1
34,2.0,1,0,1.0,1.0,9.0,7,3,1,0,1,1,1,2
28,2.0,2,0,2.0,1.0,7.0,3,2,2,0,1,1,1,1
17,0.75,1,2,2.0,2.0,6.0,6,3,1,0,1,1,1,1
18,0.75,1,2,1.0,1.0,12.0,3,3,1,0,1,1,1,1
17,0.75,1,2,2.0,1.0,12.0,6,3,1,0,1,1,1,1
30,4.0,2,1,4.0,0.0,5.0,7,2,0,0,1,1,0,6
19,4.0,4,1,4.0,1.0,8.0,5,2,1,0,0,0,1,0
21,0.0,3,2,2.0,0.0,10.0,6,3,0,0,0,0,1,2
20,4.0,1,1,6.0,0.0,8.0,3,3,1,0,1,1,0,3
19,5.0,3,2,1.0,1.0,5.0,5,3,1,0,0,1,0,2
19,3.0,3,1,2.0,1.0,8.0,5,3,0,0,0,1,0,3
19,0.0,3,2,0.0,0.0,12.0,5,3,2,0,0,0,0,4
20,4.0,4,1,2.0,1.0,7.0,12,3,2,1,0,1,1,1
19,4.0,3,2,5.0,0.0,6.0,7,3,1,0,1,1,1,2
20,0.0,3,1,3.0,0.0,8.0,5,4,1,1,0,0,0,4
19,2.0,3,1,2.0,1.0,9.0,6,2,2,1,1,1,1,1
21,6.0,3,2,4.0,1.0,7.0,7,4,1,0,0,0,1,2
20,4.0,3,2,3.0,0.0,8.0,5,3,0,0,0,0,0,3
20,4.0,3,1,4.0,1.0,7.0,6,4,0,0,0,1,1,1
20,5.0,4,1,0.5,0.0,8.0,7,3,0,0,0,1,1,1
20,5.0,3,2,2.0,1.0,7.0,5,5,1,0,1,1,1,1
22,6.0,4,2,2.0,1.0,11.0,6,4,1,1,0,0,0,6
22,3.0,3,1,2.0,0.0,9.0,6,4,1,0,0,1,0,4
21,1.0,4,2,1.0,2.0,8.0,6,3,2,0,0,1,1,2
30,2.0,3,1,1.0,1.0,5.0,5,3,0,0,1,1,1,1
21,2.0,3,1,2.0,0.0,6.0,7,3,0,0,0,0,0,3
22,3.0,4,1,3.0,1.0,8.0,6,2,2,0,1,0,0,3
21,4.0,1,2,3.0,1.0,8.0,6,3,1,0,1,1,0,3
21,5.0,3,2,1.0,0.5,9.0,6,3,0,0,0,0,1,1
19,5.0,1,1,3.0,0.0,9.0,7,3,0,0,1,1,0,5
22,1.0,3,1,2.0,1.0,9.0,7,3,0,1,0,0,1,1
20,6.0,4,1,2.0,1.0,8.0,6,2,0,0,0,0,0,4
21,3.0,2,1,6.5,0.0,7.0,7,3,0,0,1,0,1,0
21,3.0,4,1,2.0,1.0,7.0,5,3,2,0,1,1,1,2
21,0.0,3,1,4.0,1.0,8.0,1,4,0,0,1,0,1,1
21,5.0,1,1,4.0,2.0,8.0,6,4,2,1,0,0,1,1
22,0.0,3,2,0.5,1.0,10.0,5,3,1,0,0,1,1,1
20,0.0,3,1,0.0,0.0,10.0,6,3,1,0,0,1,0,10
20,3.0,1,1,3.0,1.0,7.0,6,2,0,0,1,1,1,2
18,2.0,4,2,1.0,1.0,10.0,5,4,1,0,0,0,0,4
19,0.0,4,1,3.0,1.0,9.0,6,2,0,0,0,0,1,2
21,3.0,4,1,4.0,1.0,7.0,5,4,2,0,0,1,1,1
19,4.0,5,1,5.0,2.0,7.0,7,4,0,1,1,1,1,0
22,3.0,3,1,3.0,0.0,7.0,5,3,1,0,0,0,0,4
21,7.0,3,1,0.0,0.0,8.0,6,3,0,0,1,0,0,3
20,0.0,3,1,2.0,2.0,9.0,6,3,2,0,1,1,1,2
20,4.0,3,2,2.0,1.0,6.0,6,3,1,0,1,1,1,2
21,4.0,1,2,2.0,1.0,7.0,6,3,0,0,1,1,0,3
23,3.0,3,1,6.0,1.0,7.0,6,3,1,1,1,1,1,1
22,0.0,3,1,1.0,0.0,14.0,7,3,1,0,0,0,1,2
20,4.0,3,1,1.0,2.0,12.0,7,3,0,0,1,1,1,2
20,6.0,3,1,6.0,1.0,8.0,1,3,2,0,0,1,1,0
21,3.0,4,1,3.0,0.0,9.0,1,8,1,0,1,1,1,2
19,1.0,4,1,3.0,0.0,10.0,6,3,2,0,0,0,0,4
22,0.0,4,1,6.0,1.0,6.0,5,3,0,0,1,1,1,1
20,3.0,5,1,5.0,1.0,7.0,7,3,1,1,0,0,1,1
19,1.0,4,1,2.0,1.0,7.0,6,3,0,0,0,1,0,3
22,2.0,1,1,10.0,1.0,6.0,7,6,1,0,1,1,1,1
19,2.0,3,1,1.0,2.0,5.0,6,2,2,0,1,1,0,4
18,3.0,4,2,1.0,1.0,9.0,6,4,0,0,1,1,0,4
20,2.0,4,1,2.0,1.0,9.0,5,3,0,0,1,0,1,1
19,2.0,3,1,2.0,0.0,12.0,7,2,2,0,1,1,1,2
23,2.0,4,2,5.0,1.0,12.0,1,3,0,1,1,0,1,1
19,0.0,4,2,1.0,0.0,8.0,5,3,1,0,0,1,0,4
18,0.0,0,0,1.0,1.0,10.0,6,3,0,0,1,1,0,9
19,2.0,1,1,3.0,1.0,8.0,5,3,0,1,1,1,1,2
17,7.0,3,1,3.0,2.0,6.0,6,4,0,0,1,0,1,2
18,7.0,4,1,2.0,1.0,8.0,7,3,2,0,1,1,0,3
22,2.0,1,6,1.5,1.0,7.0,5,3,1,0,0,0,1,1
21,4.0,4,1,4.0,0.0,7.0,7,3,1,0,1,1,1,2
17,3.0,4,1,2.0,0.0,6.0,6,3,1,0,0,1,1,2
19,0.0,1,3,0.5,1.0,6.0,6,4,1,0,0,1,1,2
20,5.0,3,2,2.0,2.0,6.0,5,2,2,0,0,0,0,3
17,4.0,3,2,1.0,0.0,6.0,6,3,1,0,0,0,1,2
21,3.0,3,1,3.0,1.0,8.0,6,2,1,0,0,0,0,3
19,2.0,4,2,2.0,0.0,9.0,6,2,0,0,0,0,0,5
20,1.5,3,2,2.5,2.0,9.0,5,2,2,1,0,1,1,1
21,3.0,3,1,3.0,0.0,9.0,8,4,1,0,0,0,0,4
19,2.0,4,1,4.0,1.0,6.0,6,4,1,0,0,1,0,3
38,4.0,2,1,5.0,1.0,6.0,5,3,1,0,1,1,1,1
19,3.0,4,2,7.0,1.0,6.0,1,4,1,0,1,1,1,1
17,2.0,4,1,0.0,0.0,11.0,6,4,0,0,0,1,1,1
18,3.0,1,1,3.0,0.0,10.0,6,2,1,0,0,1,1,2
20,5.0,3,1,2.0,3.0,10.0,5,2,2,1,1,1,1,1
20,2.0,3,2,6.0,1.0,5.0,5,1,1,1,1,1,0,4
23,0.0,4,1,1.0,1.0,9.0,1,3,1,0,1,1,0,3
29,2.0,4,1,2.0,1.0,8.0,5,2,0,0,0,1,1,0
20,0.0,3,1,6.0,0.0,9.0,7,3,1,0,0,0,1,1
22,1.0,3,2,4.0,0.25,10.0,1,3,0,0,0,1,1,1
18,2.0,4,1,3.0,1.0,8.0,5,3,1,0,1,1,0,2
